season,week,start_date,home_team,away_team,venue,conference_game,wx_temp_f,wx_wind_mph,wx_precip_mm,predicted_total_points,predicted_home_points,predicted_away_points,wx_adjust_total,predicted_win_margin,prediction_confidence,weather_temp,weather_wind,weather_adjustment,enrichment_failed,weather_debug_reason,home_conference,away_conference,start_date_api,neutral_site
2025,12,2025-11-15 05:00:00+00:00,Indiana,Wisconsin,"Memorial Stadium (Bloomington, IN)",True,72.14,6.5243955,0.0,43.2455253062845,16.23211924487059,29.12974888459238,-0.1371955949999999,-12.897629639721792,medium,61.21,0.0,-0.0,False,,,,,
2025,12,2025-11-15 05:00:00+00:00,Ohio State,UCLA,Ohio Stadium,True,75.92,7.0214923,0.0,57.57934467102784,36.07984609881625,17.546461767981587,-0.181934307,18.533384330834664,medium,74.26,5.75,-0.11,True,,,,,
2025,12,2025-11-15 05:00:00+00:00,Texas A&M,South Carolina,Kyle Field,True,80.06,6.151572900000001,0.0,46.515799737979286,23.15927171067273,16.42686401097942,-0.103641561,6.732407699693312,medium,85.91,10.36,-0.8,True,,,,,
2025,12,2025-11-15 05:00:00+00:00,New Mexico,Colorado State,University Stadium (NM),True,87.26,14.9750411,0.0,55.08174060807488,21.43745957027346,36.642905647022864,-0.897753699,-15.205446076749409,medium,95.04,7.25,-0.34,False,,,,,
2025,12,2025-11-15 05:00:00+00:00,Ole Miss,Florida,Vaught-Hemingway Stadium,True,84.74,4.8466938,0.0,46.87424678062209,25.61112275089182,17.235836892217844,0.0,8.375285858673976,medium,78.58,11.5,-0.97,True,,,,,
2025,12,2025-11-15 05:00:00+00:00,LSU,Arkansas,Tiger Stadium (LA),True,87.26,4.7224196,0.0,46.26124244207086,27.084904751204817,15.027276980383744,0.0,12.057627770821073,medium,65.14,13.04,-1.21,False,,,,,
2025,12,2025-11-15 05:00:00+00:00,Nicholls,Northwestern State,Manning Field at John L. Guidry Stadium,True,,,,52.84024503836565,36.14727411452196,20.25196174830571,0.0,15.895312366216244,medium,,,,False,,,,,
2025,12,2025-11-15 05:00:00+00:00,Michigan State,Penn State,Spartan Stadium,True,89.78,11.7439119,0.0,40.72284378266708,15.47341707223884,22.522397574989235,-0.606952071,-7.048980502750396,medium,67.33,1.01,-0.0,True,,,,,
2025,12,2025-11-15 05:00:00+00:00,Princeton,Yale,Princeton University Stadium,True,,,,53.8790175251882,24.89589579613011,21.762585719284992,0.0,3.1333100768451168,medium,,,,False,,,,,
2025,12,2025-11-15 05:00:00+00:00,Georgia,Texas,Sanford Stadium,True,73.04,4.1010486,0.0,52.20417272799338,29.014870153094577,17.038585545235804,0.0,11.976284607858773,medium,61.32,3.76,-0.0,False,,,,,
2025,12,2025-11-15 05:00:00+00:00,Alabama,Oklahoma,Bryant-Denny Stadium,True,88.34,5.2816535,0.0,57.9618105226385,28.164615985810457,28.617620652700204,-0.025348815,-0.4530046668897469,medium,82.44,15.88,-1.63,False,,,,,
2025,12,2025-11-15 05:00:00+00:00,Western Carolina,East Tennessee State,E. J. Whitmire Stadium,True,65.3,1.864113,0.2,66.72300437129941,32.313954396884135,36.01108636992528,0.0,-3.697131973041145,medium,,,,False,,,,,
2025,12,2025-11-15 05:00:00+00:00,Furman,VMI,Paladin Stadium,True,72.5,5.840887400000001,0.3,46.7127719331377,32.77659487255685,18.98010742355138,-0.075679866,13.796487449005468,medium,,,,False,,,,,
2025,12,2025-11-15 05:00:00+00:00,St. Thomas (MN),Presbyterian,O'Shaughnessy Stadium,True,75.92,7.5807262,0.0,53.40778336261251,31.901673035283924,18.04615759288765,-0.2322653579999999,13.855515442396277,medium,,,,False,,,,,
2025,12,2025-11-15 05:00:00+00:00,Dartmouth,Cornell,Memorial Field,True,,,,48.10011919056425,35.954915084074656,16.296692025271426,0.0,19.65822305880323,medium,,,,False,,,,,
2025,12,2025-11-15 05:00:00+00:00,St. Francis (PA),Long Island University,DeGol Field,True,,,,52.39612731696808,29.910022417335643,19.843715300682472,0.0,10.06630711665317,medium,,,,False,,,,,
2025,12,2025-11-15 05:00:00+00:00,Mercyhurst,Robert Morris,Saxon Stadium,True,56.48,8.077823,0.0,53.723983247323694,28.172452588372625,24.80215898668375,-0.6290040700000004,3.370293601688875,medium,,,,False,,,,,
2025,12,2025-11-15 05:00:00+00:00,Wagner,Stonehill,Wagner College Stadium,True,,,,51.67084311891226,15.935661127106298,31.45266128074778,0.0,-15.51700015364148,medium,,,,False,,,,,
2025,12,2025-11-15 05:00:00+00:00,Georgia Southern,Coastal Carolina,Allen E. Paulson Stadium,True,,,,53.87489798265111,20.710573676789004,30.28123201729932,0.0,-9.57065834051031,medium,78.67,10.36,-0.8,True,,,,,
2025,12,2025-11-15 05:00:00+00:00,Fresno State,Wyoming,Valley Children's Stadium,True,105.26,6.5865326,0.0,50.782999535847765,30.03925256011921,20.89307754369994,-0.142787934,9.14617501641927,medium,86.45,8.05,-0.46,True,,,,,
2025,12,2025-11-15 05:00:00+00:00,Tennessee State,Gardner-Webb,Nissan Stadium,True,82.94,2.485484,0.0,60.62159458186784,29.12106655388945,31.50075229497166,0.0,-2.3796857410822128,medium,,,,False,,,,,
2025,12,2025-11-15 05:00:00+00:00,Illinois,Maryland,"Memorial Stadium (Champaign, IL)",True,79.34,9.8797989,0.0,48.11540161821147,21.53115898474716,23.972154509037484,-0.4391819010000001,-2.440995524290326,medium,95.04,7.25,-0.34,False,,,,,
2025,12,2025-11-15 05:00:00+00:00,Portland State,Montana,Hillsboro Stadium,True,86.18,1.9883872,0.0,62.46358673177479,21.6920068524744,40.476556752691685,0.0,-18.78454990021729,medium,,,,False,,,,,
2025,12,2025-11-15 05:00:00+00:00,Sacramento State,Idaho,Hornet Stadium,True,102.02,5.4059277,0.0,58.3354194329814,35.548289760759154,22.69202668601256,-0.036533493,12.856263074746597,medium,,,,False,,,,,
2025,12,2025-11-15 05:00:00+00:00,Idaho State,Weber State,Holt Arena,True,,,,60.0905251233948,20.544509296971103,40.26090849850132,0.0,-19.71639920153021,medium,,,,False,,,,,
2025,12,2025-11-15 05:00:00+00:00,Northern Arizona,Cal Poly,Walkup Skydome,True,82.75999999999999,10.563307,0.0,55.53117445145863,34.77642941322793,22.48020760739413,-0.50069763,12.296221805833802,medium,,,,False,,,,,
2025,12,2025-11-15 05:00:00+00:00,Arizona State,West Virginia,Mountain America Stadium,True,105.26,4.2253228,0.0,45.974683077235184,20.7981143609362,22.616632012998256,0.0,-1.818517652062056,medium,100.24,1.99,-0.0,True,,,,,
2025,12,2025-11-15 05:00:00+00:00,USC,Iowa,Los Angeles Memorial Coliseum,True,89.41999999999999,11.1225409,0.0,45.91436702171454,23.270774319302248,18.869562026188323,-0.5510286810000001,4.401212293113925,medium,56.3,1.23,-0.04,False,,,,,
2025,12,2025-11-15 05:00:00+00:00,Baylor,Utah,McLane Stadium,True,80.06,3.4175405,0.0,41.57681994570434,19.164617477025786,18.181243494127795,0.0,0.9833739828979872,medium,62.69,6.22,-0.18,False,,,,,
2025,12,2025-11-15 05:00:00+00:00,BYU,TCU,LaVell Edwards Stadium,True,90.14,3.7903631,0.0,47.39135695631887,21.351095666231085,20.787696113505486,0.0,0.563399552725599,medium,83.57,5.06,-0.01,False,,,,,
2025,12,2025-11-15 05:00:00+00:00,Cincinnati,Arizona,Nippert Stadium,True,74.3,7.0214923,0.0,46.36106635915705,25.04317895734296,17.819549009239772,-0.181934307,7.223629948103181,medium,64.51,6.91,-0.29,False,,,,,
2025,12,2025-11-15 05:00:00+00:00,Oklahoma State,Kansas State,Boone Pickens Stadium,True,82.4,6.835081,0.0,45.18787717277599,23.06021530558377,14.79400001129826,-0.1651572899999999,8.266215294285518,medium,80.15,13.8,-1.32,True,,,,,
2025,12,2025-11-15 05:00:00+00:00,Texas Tech,UCF,Jones AT&T Stadium,True,84.2,8.8856053,0.0,51.775513098461936,22.299680652850483,28.729584647457475,-0.349704477,-6.429903994606992,medium,82.51,14.97,-1.5,True,,,,,
2025,12,2025-11-15 05:00:00+00:00,Northwestern,Michigan,Wrigley Field,True,,,,40.04113128673554,12.740808061309735,28.051820283321533,0.0,-15.311012222011795,medium,83.86,10.36,-0.8,True,,,,,
2025,12,2025-11-15 05:00:00+00:00,Western Kentucky,Middle Tennessee,Houchens Industries-L.T. Smith Stadium,True,,,,57.07085550022787,36.732080714649015,23.114702316552467,0.0,13.617378398096548,medium,78.75,5.75,-0.11,True,no_location,,,,
2025,12,2025-11-15 05:00:00+00:00,Missouri State,UTEP,Plaster Sports Complex,True,,,,55.65180804118553,35.14196849026417,21.448554606444592,0.0,13.693413883819575,medium,78.53,4.0,-0.0,True,,,,,
2025,12,2025-11-15 05:00:00+00:00,Boston College,Georgia Tech,"Alumni Stadium (Chestnut Hill, MA)",True,,,,41.37679336260416,17.130290509158012,20.031613917203146,0.0,-2.90132340804513,medium,69.51,6.91,-0.29,True,,,,,
2025,12,2025-11-15 05:00:00+00:00,Duke,Virginia,Wallace Wade Stadium,True,75.56,7.3321778,0.0,45.71785240129589,19.81076448508714,24.64023174713034,-0.209896002,-4.829467262043199,medium,61.86,2.46,-0.0,True,,,,,
2025,12,2025-11-15 05:00:00+00:00,Florida State,Virginia Tech,Doak Campbell Stadium,True,79.88,3.2311292000000003,0.0,44.867522329230965,22.765471339078555,18.3587513966912,0.0,4.406719942387358,medium,89.92,9.22,-0.63,True,,,,,
2025,12,2025-11-15 05:00:00+00:00,Miami,NC State,Hard Rock Stadium,True,86.0,7.3321778,2.6,46.14059051063039,23.297693091236432,18.232731936744063,-0.209896002,5.064961154492369,medium,82.13,10.36,-0.8,True,,,,,
2025,12,2025-11-15 05:00:00+00:00,Wake Forest,North Carolina,Allegacy Federal Credit Union Stadium,True,76.1,7.3321778,0.0,54.221253537282976,23.88472834214868,27.82839942172335,-0.209896002,-3.943671079574674,medium,76.68,10.36,-0.8,True,,,,,
2025,12,2025-11-15 05:00:00+00:00,Tarleton State,North Alabama,"Memorial Stadium (Stephenville, TX)",True,82.75999999999999,4.9088309,0.0,57.442325940442906,35.41627734876136,24.088326954085368,0.0,11.327950394675996,medium,,,,False,,,,,
2025,12,2025-11-15 05:00:00+00:00,Florida International,Liberty,Pitbull Stadium,True,82.75999999999999,6.2758471,2.8,58.75340299430198,20.209101601864983,41.9857266054992,-0.114826239,-21.77662500363421,medium,79.63,10.36,-0.8,True,,,,,
2025,12,2025-11-15 17:00:00+00:00,UConn,Air Force,Pratt & Whitney Stadium,False,71.06,2.4233469,0.0,49.91165801407514,17.445904088486145,36.5277764601857,0.0,-19.08187237169956,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,UAlbany,Towson,Bob Ford Field,True,,,,46.48701674677267,20.182309228776106,29.39845136464209,0.0,-9.216142135865988,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Columbia,Brown,Lawrence A. Wien Stadium,True,,,,52.30475434442838,26.713660075174545,31.84561768126455,0.0,-5.131957606090005,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Youngstown State,Indiana State,Stambaugh Stadium,True,73.4,4.7845567,0.0,45.87506267528068,34.31174103203576,12.566110202688016,0.0,21.745630829347743,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Dayton,Drake,Welcome Stadium,True,73.94,6.648669699999999,0.0,43.83874830245777,25.83599938150652,17.254339018450832,-0.1483802729999999,8.58166036305569,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Ursinus,Carnegie Mellon,Patterson Field,False,,,,63.04114161235284,30.910524063891906,28.27167448695745,0.0,2.638849576934448,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Coast Guard,Merchant Marine Academy,Fenway Park,True,,,,55.414375118261376,25.04711534421366,30.62130808908409,0.0,-5.574192744870434,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Northwestern (MN),Westminster College (MO),Reynolds Field,True,,,,46.57842464183744,36.92095239572668,12.382876020666952,0.0,24.538076375059727,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Biddeford,New England College,Blue Storm Stadium,False,62.6,6.337984199999999,0.0,48.77284846224104,24.427336052709407,25.92515239549883,-0.1204185779999999,-1.4978163427894238,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Maryville College (TN),Trinity University TX,Lloyd L. Thornton Stadium,False,,,,61.32897397631159,24.082802223944302,31.79308967251492,0.0,-7.7102874485706145,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Greensboro College,Methodist,Jamieson Stadium,True,73.22,5.716613199999999,0.0,48.76160499755933,21.7321501650584,27.46744805226121,-0.0644951879999999,-5.735297887202819,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,MIT,Norwich,Henry G. Steinbrenner '27 Stadium,True,,,,46.65302662373102,28.59172561773778,18.9059465357188,0.0,9.685779082018986,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Walsh,Northwood (MI),Tom Benson Hall of Fame Stadium,True,74.3,6.8972181,0.0,51.71991341750592,23.9762530175928,30.141296637203805,-0.1707496289999999,-6.1650436196110086,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Wilkes,Western Connecticut St,Schmidt Stadium,False,68.9,2.0505243,0.0,60.51754971404844,26.93370232118504,34.660558410787104,0.0,-7.726856089602066,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Ithaca College,Cortland,Butterfield Stadium,False,64.75999999999999,4.349597,0.0,46.1501331150279,20.85930880768436,30.198280983543263,0.0,-9.338972175858904,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Shepherd,Seton Hill,Ram Stadium (WV),True,,,,46.455744642638415,35.992771819440726,12.984030068347977,0.0,23.00874175109275,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Kutztown University,Indiana-Pennsylvania,Andre Reed Stadium,True,,,,39.83827244394121,23.06534994972597,20.786426892809843,0.0,2.278923056916128,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Millersville,Edinboro University,Chryst Field at Biemesderfer Stadium,True,,,,50.749822865004994,23.637481993862057,28.82343860359708,0.0,-5.185956609735023,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Bloomsburg,Slippery Rock,Robert B. Redman Stadium,True,,,,52.81816219929599,11.62802392565799,38.91305992749663,0.0,-27.28503600183864,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Pace,Franklin Pierce,Pace Stadium,True,,,,52.39154079601724,25.516567858870232,25.76296920456761,0.0,-0.2464013456973859,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Bentley,American International,Bentley University Football Stadium,True,,,,48.09743870928045,35.164434979547465,13.69490406681854,0.0,21.469530912728928,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,West Liberty,Wheeling,West Family Stadium,True,67.1,7.3321778,0.0,49.3122991327986,18.520837952537264,30.146947443690248,-0.209896002,-11.626109491152985,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Fairmont State,Frostburg State,Duvall-Rosier Field,True,,,,58.403394101308784,22.20810436242936,38.37026855968079,0.0,-16.162164197251435,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,West Virginia State,University Of Charleston (WV),Dickerson Stadium,True,,,,61.09405571985628,21.85164889484395,42.10950837248608,0.0,-20.25785947764213,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Michigan Tech,Saginaw Valley State,Sherman Field,True,69.62,1.864113,0.0,47.88965241877248,18.35124417043288,26.345807354752733,0.0,-7.994563184319855,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Davenport,Ferris State,Farmers Insurance Athletic Complex,True,,,,51.79450066788985,12.400421016760376,39.85142202155637,0.0,-27.45100100479599,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Hartwick,Hilbert College,Wright Stadium,True,60.98,3.4796776,0.0,35.206675553943285,24.29887216897861,9.77378629383722,0.0,14.525085875141396,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Anna Maria College,Dean College,Caparso Field,True,,,,60.53078952733578,47.72931630687648,12.898818538266006,0.0,34.83049776861048,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,St John Fisher University,Alfred State,Growney Stadium,False,67.1,3.6660889,0.0,45.68621553275476,20.160304711239977,25.001318215548448,0.0,-4.841013504308471,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Findlay,Tiffin,Donnell Stadium,True,71.78,11.2468151,0.0,53.03963032319458,22.55745979811662,30.421437663370387,-0.5622133589999999,-7.863977865253766,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Endicott College,Curry College,Hempstead Stadium,True,71.24000000000001,10.0040731,0.0,53.72713387183998,37.64192634415667,17.59429635537005,-0.4503665789999999,20.047629988786625,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Worcester Polytechnic Institute,Salve Regina,"Alumni Stadium (Worcester, MA)",True,,,,47.05374499820976,19.405913898872647,31.427404516472844,0.0,-12.021490617600197,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,West Chester,Assumption,John A. Farrell Stadium,False,,,,47.81291266106712,21.909300290824152,20.173519595957785,0.0,1.7357806948663672,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,FDU-Florham,Reading,Robert T. Shields Field,True,74.3,5.716613199999999,0.0,40.69195202087901,28.495129225839207,13.933831958616029,-0.0644951879999999,14.561297267223182,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Delaware Valley,Widener,Robert A. Lipinski Field at James Work Memorial Stadium,True,,,,45.64827101723135,27.500578445418054,19.5638251570969,0.0,7.936753288321153,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Bridgewater State,Mass Maritime,Edward C. Swenson Athletic Complex,True,,,,47.15801312859178,37.78157699947312,15.016625812406955,0.0,22.76495118706616,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Albright,Lebanon Valley,Gene L. Shirk Stadium,True,,,,38.305051877280256,5.952455145427447,33.12114557697329,0.0,-27.168690431545844,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Misericordia,Kings College (PA),Mangelsdorf Field,True,,,,50.05375230797091,13.207090112464254,36.39805310078266,0.0,-23.190962988318407,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Fitchburg State,Westfield State,Elliot Field Athletic Complex,True,,,,39.76390068924458,13.166082521085352,28.379880698245447,0.0,-15.213798177160095,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,UMass Dartmouth,Plymouth State,Cressy Field,True,,,,62.36185700181999,37.0836039988699,17.203855043905392,0.0,19.879748954964505,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Navy,South Florida,Navy-Marine Corps Memorial Stadium,True,70.34,5.716613199999999,0.0,57.97431102831827,26.29457977911929,27.252095686115503,-0.0644951879999999,-0.9575159069962176,medium,74.17,3.0,-0.0,True,,,,,
2025,12,2025-11-15 17:00:00+00:00,Worcester St,Framingham State,John Coughlin Memorial Field,True,,,,40.53438177594133,16.099558580881904,29.065940324598195,0.0,-12.96638174371629,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Otterbein,Ohio Northern,"Memorial Stadium (Westerville, OH)",True,72.5,8.512782699999999,0.0,51.402056629595286,12.267565780813602,39.5934470272628,-0.3161504429999999,-27.325881246449192,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Sacred Heart,Merrimack,Campus Field,True,69.98,3.5418147,0.0,54.50448234519232,23.63493752603312,32.14132310243017,0.0,-8.506385576397054,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Harvard,Pennsylvania,Harvard Stadium,True,69.44,5.7787503000000005,0.0,45.38425229015415,25.08001707860897,16.14266897354233,-0.070087527,8.937348105066643,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Duquesne,Central Connecticut,Arthur J. Rooney Athletic Field,True,,,,49.64948600451312,30.41004969255737,24.041945130680592,0.0,6.36810456187678,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Bryant,New Hampshire,Bulldog Stadium,True,,,,52.017160418667466,19.75742984652494,33.34777867830995,0.0,-13.590348831785011,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,Bucknell,Holy Cross,Christy Mathewson-Memorial Stadium,True,,,,60.98449218541374,16.771803114822607,41.79663759492815,0.0,-25.024834480105543,medium,,,,False,,,,,
2025,12,2025-11-15 17:00:00+00:00,North Carolina A&T,Monmouth,Aggie Stadium,True,,,,49.610588871623605,19.950056578301822,32.548288285008006,0.0,-12.59823170670618,medium,,,,False,,,,,
2025,12,2025-11-15 17:30:00+00:00,Moravian,Susquehanna,Rocco Calvo Field,True,,,,60.865289107909405,15.036911311239455,45.153377428434936,0.0,-30.11646611719548,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Beloit,Illinois College,Strong Stadium,True,,,,66.36099709172802,13.331368657827802,54.69337956798452,0.0,-41.36201091015672,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Lake Forest College,Chicago,Farwell Field,True,,,,54.8136734256782,36.850418818257104,22.68806474159452,0.0,14.162354076662591,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Lawrence University,Ripon,Ron Roberts Field at the Banta Bowl,True,,,,40.21486007694043,7.526886354921247,34.24592626784708,0.0,-26.71903991292584,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Husson,Maine Maritime,Dr. John W. Winkin Sports Complex,False,,,,41.06318831497757,30.61836568089464,14.546068173275655,0.0,16.072297507618984,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Alfred University,SUNY Morrisville,Merrill Field at Yunevich Stadium,True,63.32,5.530201900000001,0.0,43.220679398749134,20.570443825775985,20.14873034754288,-0.047718171,0.4217134782331051,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Ashland,Lake Erie,Jack Miller Stadium,True,,,,44.27456110161375,35.64108622049242,13.726723856308498,0.0,21.914362364183923,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Monmouth (IL),Knox College,April Zorn Memorial Stadium,True,,,,55.759370578828495,43.55689773509942,11.94675409472276,0.0,31.61014364037666,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Grinnell,Cornell College (IA),Rosenbloom Field,True,,,,43.27681563568356,12.65412421752103,31.20019305625762,0.0,-18.54606883873659,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Hampton,William & Mary,Armstrong Stadium,True,72.86,14.2293959,0.0,50.83312532173771,19.729578646606363,31.99520215771828,-0.830645631,-12.265623511111915,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Hillsdale,Ohio Dominican,"Frank ""Muddy"" Waters Stadium",True,,,,45.35374124725634,22.97880836360577,19.260556785298924,0.0,3.7182515783068446,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Saint John's (MN),St. Olaf,Clemens Stadium,True,,,,63.99958353859724,43.79301614581083,23.84645385616639,0.0,19.94656228964444,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Gustavus Adolphus,Macalester,Hollingsworth Field,True,,,,49.24334820036172,32.783968627568534,17.87682833395188,0.0,14.907140293616653,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Carleton,Concordia Moorhead,Laird Stadium,True,,,,63.812760614278055,26.203330288536552,28.151956981361508,0.0,-1.948626692824956,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Augsburg,Hamline University,Edor Nelson Field,True,,,,46.73925717396618,34.20874520744135,14.366093152260522,0.0,19.84265205518083,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,William Paterson,Montclair State,Wightman Stadium,True,,,,39.79854267785308,13.829251634762652,22.695831489372942,0.0,-8.866579854610293,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Springfield,SUNY Maritime,Stagg Field,True,66.02,2.2990727,0.0,56.88197643046964,39.10548774580493,17.150427843937525,0.0,21.955059901867404,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Stevenson,Eastern University,Mustang Stadium,True,76.46,8.7613311,0.0,45.121609678572526,29.39396695069547,17.614884042046125,-0.3385197989999999,11.779082908649348,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,St. Lawrence,University of Rochester (NY),Leckonby Stadium,True,66.74000000000001,3.3554034,0.0,39.07717413353252,12.425886761438848,19.35708345410185,0.0,-6.931196692663006,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Greenville,Crown College,Francis Field (IL),True,,,,50.84221611106817,37.14315318261716,16.382441980896395,0.0,20.76071120172076,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Muhlenberg,Dickinson (PA),Scotty Wood Stadium,True,,,,47.27510788857578,33.17100070849788,15.18387194212476,0.0,17.987128766373118,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Western New England,Nichols College,Golden Bear Stadium,True,68.18,2.9204437000000003,0.0,60.0090102980576,32.95076816551182,28.65823956282949,0.0,4.292528602682328,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,McDaniel College,Gettysburg,Kenneth R. Gill Stadium,True,,,,37.141098711502906,11.634481177406162,28.37494090162,0.0,-16.74045972421383,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Washington & Jefferson,Thiel,Cameron Stadium,True,71.96,7.3321778,0.0,58.73200495422326,52.87461429297433,7.247744550055022,-0.209896002,45.6268697429193,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Saint Vincent,Westminster (PA),Chuck Noll Field,True,68.72,5.6544761,0.0,47.41324073691532,10.654563181183414,35.65939194281028,-0.058902849,-25.004828761626868,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Allegheny,Bethany (WV),Frank B. Fuhrer Field,True,,,,43.16461509957279,28.93483318803255,18.55837671328245,0.0,10.3764564747501,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Shenandoah,Washington and Lee,Shentel Stadium,True,73.22,8.1399601,0.0,54.0294487239189,26.245871331327244,26.07416615996054,-0.282596409,0.1717051713667032,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Randolph-Macon,Hampden-Sydney,Day Field,True,69.98,5.7787503000000005,0.0,58.87681319043657,39.72867326270084,18.659106186732245,-0.070087527,21.069567075968592,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Averett,Roanoke College,Daly Field at Frank R. Campbell Stadium,False,,,,48.08077449715588,19.45537281030744,30.69802978036365,0.0,-11.24265697005621,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Wittenberg,Kenyon,Edwards-Maurer Field,True,68.72,7.5185891,0.0,51.54211736207522,36.28787451493148,18.84798484401738,-0.226673019,17.439889670914102,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Ohio Wesleyan,Oberlin,Selby Stadium,True,,,,44.21677338380027,35.31847859144153,6.406498909775324,0.0,28.91197968166621,medium,,,,False,,,,,
2025,12,2025-11-15 18:00:00+00:00,Hiram College,Grove City College,Charles A. Henry Field,False,,,,53.8634157629745,12.80591536373145,41.92312271673824,0.0,-29.11720735300679,medium,,,,False,,,,,
